Timestamp,Network,Download (Mbps),Upload (Mbps),Ping (ms)
2024-01-22 20:09:26.026330,nauta_HogarE5FEFB,0.8139529456880675,0.5983733021068033,181.469
2024-01-22 20:16:02.079727,nauta_HogarE5FEFB,0.7937665996549381,0.577287287507731,271.061
